franchise,franchiseID,clientName,clientID,serviceLocation,streetNo,locationStreet,state,city,zip,contactName
Nashville,45,Traughber Mechanical,39670,"818 Blackjack Road  FRANKLIN, KY 42134",818,Blackjack Road,KY,FRANKLIN,42134.0,Caleb Carpenter
Nashville,45,The Gutter Professionals,32064,"905 Max Court  CLARKSVILLE, TN 37043",905,Max Court,TN,CLARKSVILLE,37043.0,Leslie Russell
Nashville,45,"Hobdy, Dye & Read Inc.",39825,"5317 Nashville Rd  BOWLING GREEN, KY 42101",5317,Nashville Rd,KY,BOWLING GREEN,42101.0,Jonathan Williams Asst. Store Manager
Nashville,45,McGriff Tire,5708,"131 Industrial Boulevard  LA VERGNE, TN 37086",131,Industrial Boulevard,TN,LA VERGNE,37086.0,Todd Coleman
Nashville,45,Thunder River Construction,14069,"200 Long Valley Road  BRENTWOOD, TN 37027",200,Long Valley Road,TN,BRENTWOOD,37027.0,Jennifer Rogers
Nashville,45,Kenny Pipe & Supply,22284,"1505 Rutledge Way  MURFREESBORO, TN 37129",1505,Rutledge Way,TN,MURFREESBORO,37129.0,Nick Stone
Nashville,45,Krosswood Doors,5860,"421 Mason Road  LA VERGNE, TN 37086",421,Mason Road,TN,LA VERGNE,37086.0,Sean Castro
Nashville,45,Material Handling Services,20270,"2603 Fessey Park Road  NASHVILLE, TN 37204",2603,Fessey Park Road,TN,NASHVILLE,37204.0,Tommy Barnes
Nashville,45,Hutson (Russellville),39929,"250 Shelton Lane  RUSSELLVILLE, KY 42276",250,Shelton Lane,KY,RUSSELLVILLE,42276.0,Nick Stuart
Nashville,45,Old Dominion,39935,"459 Scotty’s Way  BOWLING GREEN, KY 42101",459,Scotty’s Way,KY,BOWLING GREEN,42101.0,Tyler Watson
Nashville,45,Hutson (Hopkinsville),39936,"2804 Pembroke Road  HOPKINSVILLE, KY 42240",2804,Pembroke Road,KY,HOPKINSVILLE,42240.0,Shon Stewart
Nashville,45,Powell,19131,"918 Main Street  NASHVILLE, TN 37206",918,Main Street,TN,NASHVILLE,37206.0,Jacob Jacob
Nashville,45,SBP - US LUMBER / NASHVILLE (60),39981,"225 Nesbitt Lane  MADISON, TN 37115",225,Nesbitt Lane,TN,MADISON,37115.0,Bryan Ogle
Nashville,45,Schiller,40115,"1511 Vista Ln  CLARKSVILLE, TN 37043",1511,Vista Ln,TN,CLARKSVILLE,37043.0,Darren Cruz
Nashville,45,CRS Inc,23369,"1918 Elm Tree Drive  NASHVILLE, TN 37210",1918,Elm Tree Drive,TN,NASHVILLE,37210.0,Wright Brooks
Nashville,45,Metropolitan Development and Housing Agency,24618,"2316 25th Avenue North  NASHVILLE, TN 37208",2316,25th Avenue North,TN,NASHVILLE,37208.0,Andy Shepard
Nashville,45,Manning Materials,30534,"509 Ligon Drive  NASHVILLE, TN 37204",509,Ligon Drive,TN,NASHVILLE,37204.0,Sam
Nashville,45,RTC Bowling Green - 3101,40174,"251 New Porter Pike  BOWLING GREEN, KY 42103",251,New Porter Pike,KY,BOWLING GREEN,42103.0,Chris Muhlencamp
Nashville,45,Builders' Insulation,40191,"1052 Avondale Road  HENDERSONVILLE, TN 37075",1052,Avondale Road,TN,HENDERSONVILLE,37075.0,Shane Vaughn
Nashville,45,Martin Industries LLC,40170,"206 Elk Fork Rd PO Box 428  ELKTON, KY 42220",206,Elk Fork Rd PO Box 428,KY,ELKTON,42220.0,John Hall
Nashville,45,Cisaplast USA,40169,"101 industrial dr  ELKTON, KY 42220",101,industrial dr,KY,ELKTON,42220.0,Dustin Wheeler
Nashville,45,Mcc Label,40168,"701 West Main St  ELKTON, KY 42220",701,West Main St,KY,ELKTON,42220.0,Nathan L
Nashville,45,CWP Industries,40167,"508 S Streets Ave  ELKTON, KY 42220",508,S Streets Ave,KY,ELKTON,42220.0,Phil Gilkey
Nashville,45,Kevin Chumbley Enterprises,40215,"759 Hennessy Way  BOWLING GREEN, KY 42103",759,Hennessy Way,KY,BOWLING GREEN,42103.0,Kevin Chumbley
Nashville,45,Enexor Bioenergy,40266,"1 Enterprise Ct  FRANKLIN, TN 37067",1,Enterprise Ct,TN,FRANKLIN,37067.0,Matt Newman
Nashville,45,84 Lumber,40118,"595 Alfred Thun Rd  CLARKSVILLE, TN 37040",595,Alfred Thun Rd,TN,CLARKSVILLE,37040.0,Matt Hausmann
Nashville,45,Elemental Design,40418,"5500 Oakmount Cir  NASHVILLE, TN 37204",5500,Oakmount Cir,TN,NASHVILLE,37204.0,James Stover
Nashville,45,MCI,40420,"McCutcheon Road  BURNS, TN 37029",McCutcheon,Road,TN,BURNS,37029.0,Sean Kihara
Nashville,45,Comas Montgomery Realty and Auction Co,40452,"East st  MURFREESBORO, TN 37130",East,st,TN,MURFREESBORO,37130.0,Carl Carl
Nashville,45,Matt Mondelli,40453,"914 Point View  MT JULIET, TN 37122",914,Point View,TN,MT JULIET,37122.0,Matt Mondelli
Nashville,45,Nashville Gun Club,40430,"1100 County Hospital Rd  NASHVILLE, TN 37218",1100,County Hospital Rd,TN,NASHVILLE,37218.0,Josh Dickinson
Nashville,45,Crosstown,1134,"1450 Gould Boulevard  LA VERGNE, TN 37086",1450,Gould Boulevard,TN,LA VERGNE,37086.0,Accounts Payable
Nashville,45,Irwin Construction,36670,"439 Atlas Dr  NASHVILLE, TN 37211",439,Atlas Dr,TN,NASHVILLE,37211.0,Stonie Garton
Nashville,45,Cole Stanley,40532,"201 Ashton Appling Rd  AUBURN, KY 42206",201,Ashton Appling Rd,KY,AUBURN,42206.0,Cole Stanley
Nashville,45,Graystone Construction of TN,40432,"330 Centre St  PLEASANT VIEW, TN 37146",330,Centre St,TN,PLEASANT VIEW,37146.0,Glyn Baggett
Nashville,45,Denso (Hopkinsville),40498,"1405 Frank Yost Lane  HOPKINSVILLE, KY 42240",1405,Frank Yost Lane,KY,HOPKINSVILLE,42240.0,Lindsey Stamer
Nashville,45,Martinrea,40497,"1500 Frank Yost Lane  HOPKINSVILLE, KY 42240",1500,Frank Yost Lane,KY,HOPKINSVILLE,42240.0,Terrance Sowerby
Nashville,45,Pregis,40496,"1 Graham Way  HOPKINSVILLE, KY 42240",1,Graham Way,KY,HOPKINSVILLE,42240.0,Abel Vega
Nashville,45,Groupo Angolan-Kentucky,40391,"208 Commerce act  HOPKINSVILLE, KY 42240",208,Commerce act,KY,HOPKINSVILLE,42240.0,Bill Dailey
Nashville,45,Dyer Construction,34570,"3441 Dickerson Pike  NASHVILLE, TN 37207",3441,Dickerson Pike,TN,NASHVILLE,37207.0,Nat Lowe
Nashville,45,"Crofton Wood Products, Inc.",40167,"508 S Streets Ave  ELKTON, KY 42220",508,S Streets Ave,KY,ELKTON,42220.0,Phil Gilkey
Nashville,45,MTLC Commercial Properties,15743,"8080 Tennessee 100  NASHVILLE, TN 37221",8080,Tennessee 100,TN,NASHVILLE,37221.0,Steve Page
Nashville,45,T. W. Frierson,40648,"1716 Rosa L Parks Blvd  Nashvulle, TN 37208",1716,Rosa L Parks Blvd,TN,Nashvulle,37208.0,Micheal Massey
Nashville,45,Arnold Homes,12511,"2626 Clayton Arnold Road  THOMPSONS STATION, TN 37179",2626,Clayton Arnold Road,TN,THOMPSONS STATION,37179.0,Randy Arnold
Nashville,45,Dream Acres Pool Company,37480,"820 Park Ave  MURFREESBORO, TN 37129",820,Park Ave,TN,MURFREESBORO,37129.0,Jay R
Nashville,45,"RKW North America, Inc.",41064,"270 Reasonover Drive  FRANKLIN, KY 42134",270,Reasonover Drive,KY,FRANKLIN,42134.0,Shawn Wilheilm
Nashville,45,Stark Truss,34397,"822 North Main Street  FRANKLIN, KY 42134",822,North Main Street,KY,FRANKLIN,42134.0,Ben Hardison
Nashville,45,The Dutton Luxury Apartments,41072,"1345 Wenlon Drive  MURFREESBORO, TN 37130",1345,Wenlon Drive,TN,MURFREESBORO,37130.0,Vernon Johnson
Nashville,45,DH Pace/Overhead Door,41121,"1822 old murfreesboro pike  NASHVILLE, TN 37217",1822,old murfreesboro pike,TN,NASHVILLE,37217.0,frank courreges
Nashville,45,Bluegrass Chain Supply,41153,"475 Page Drive  FRANKLIN, KY 42134",475,Page Drive,KY,FRANKLIN,42134.0,Shawn Hart
Nashville,45,Titan Contracting,41283,"121 Glenmont Drive  NASHVILLE, TN 37210",121,Glenmont Drive,TN,NASHVILLE,37210.0,Ashley
Nashville,45,QC Industrial,41309,"257 Charles Garnett Dr  HOPKINSVILLE, KY 42240",257,Charles Garnett Dr,KY,HOPKINSVILLE,42240.0,Josh McClellan
Nashville,45,Bosse Construction,41477,"4305 canton pike  HOPKINSVILLE, KY 42240",4305,canton pike,KY,HOPKINSVILLE,42240.0,Joe Dowell
Nashville,45,Nashville Fireplace,7055,"2140 Edward Curd Lane  FRANKLIN, TN 37067",2140,Edward Curd Lane,TN,FRANKLIN,37067.0,Ken Fargason
Nashville,45,Nabrico / Columbia Machine Works,22997,"1250 Gateway Drive  GALLATIN, TN 37066",1250,Gateway Drive,TN,GALLATIN,37066.0,Scott Malo
Nashville,45,FSI,41660,"1714 Heil Quaker Blvd suite 160  LA VERGNE, TN 37086",1714,Heil Quaker Blvd suite 160,TN,LA VERGNE,37086.0,Tyler Underwood
Nashville,45,Pro Tech,41659,"1717 Heil Quker Blvd  LA VERGNE, TN 37086",1717,Heil Quker Blvd,TN,LA VERGNE,37086.0,James White
Nashville,45,Williamson County Solid Waste,22031,"1525 Owen Road  BRENTWOOD, TN 37027",1525,Owen Road,TN,BRENTWOOD,37027.0,Mac Nolen
Nashville,45,Rutherford County Solid Waste,16987,"5286 Murfreesboro Road  READYVILLE, TN 37149",5286,Murfreesboro Road,TN,READYVILLE,37149.0,Bishop Wagner
Nashville,45,Crane Freight Services,41819,"1010 Maddox Simpson Parkway  LEBANON, TN 37090",1010,Maddox Simpson Parkway,TN,LEBANON,37090.0,Kaleb Smith
Nashville,45,Brook & Whittle,41878,"1026 Firestone Pkwy  LA VERGNE, TN 37086",1026,Firestone Pkwy,TN,LA VERGNE,37086.0,Sam Sam
Nashville,45,H&R Agri-Power,42085,"4900 Eagle Way  HOPKINSVILLE, KY 42240",4900,Eagle Way,KY,HOPKINSVILLE,42240.0,Jim Lancaster Store Manager
Nashville,45,Lealand Constructors,42265,"249 Fourth Ave N  FRANKLIN, TN 37064",249,Fourth Ave N,TN,FRANKLIN,37064.0,Sheldon Singh
Nashville,45,LSI Landscaping,417,"7332 Tolbert Road  NASHVILLE, TN 37209",7332,Tolbert Road,TN,NASHVILLE,37209.0,LSI Accounts Payable
Nashville,45,Utopia Building Group,42498,"2975 Elm Hill Pike  NASHVILLE, TN 37214",2975,Elm Hill Pike,TN,NASHVILLE,37214.0,Leo Moreno
Nashville,45,Build Nashville,42565,"6717 Greeley Dr  NASHVILLE, TN 37205",6717,Greeley Dr,TN,NASHVILLE,37205.0,Jamie Duncan
Nashville,45,Mobile Fixture,1123,"637 Waldron Rd.  Lavernge, TN 37086",637,Waldron Rd.,TN,Lavernge,37086.0,Jay Rippy
Nashville,45,Choate Construction,34175,"4820 Cane Ridge Parkway  NASHVILLE, TN 37013",4820,Cane Ridge Parkway,TN,NASHVILLE,37013.0,Greg Pasi
Nashville,45,Craftables,42618,"800 Bill Jones Industrial Dr  SPRINGFIELD, TN 37172",800,Bill Jones Industrial Dr,TN,SPRINGFIELD,37172.0,Erin Conner
Nashville,45,Creative Logistic Warehouse,24844,"609 Enon Springs Road East  SMYRNA, TN 37167",609,Enon Springs Road East,TN,SMYRNA,37167.0,Frank McMillan
Nashville,45,Chromalox,43107,"1347 Heil Quaker Boulevard  LA VERGNE, TN 37086",1347,Heil Quaker Boulevard,TN,LA VERGNE,37086.0,Kyle Hopper
Nashville,45,Jenco Inc,43119,"920 Cadillac Avenue  NASHVILLE, TN 37204",920,Cadillac Avenue,TN,NASHVILLE,37204.0,Butcher
Nashville,45,Willow Branch Partners,332,"6909 Springwater Street  SMYRNA, TN 37167",6909,Springwater Street,TN,SMYRNA,37167.0,TJ
Nashville,45,Tractor Supply,43410,"1101 Hillview Ln  FRANKLIN, TN 37064",1101,Hillview Ln,TN,FRANKLIN,37064.0,Store Manager Lexie
Nashville,45,Roy Waldron School,24708,"125 Floyd Mayfield Drive  LA VERGNE, TN 37086",125,Floyd Mayfield Drive,TN,LA VERGNE,37086.0,Hannah Thompson
Nashville,45,Jason Senn,43433,"813 Central Ave  CLARKSVILLE, TN 37040",813,Central Ave,TN,CLARKSVILLE,37040.0,Jason Senn
Nashville,45,Volunteer fence,43504,"198 Molly drive  HENDERSONVILLE, TN 37075",198,Molly drive,TN,HENDERSONVILLE,37075.0,Troy Troy
Nashville,45,Pinnacle Truck & Trailer,43536,"176 Charter Place  Lavergne, TN 37086",176,Charter Place,TN,Lavergne,37086.0,Chuck Guinn
Nashville,45,"CRA Holdings, LLC",43552,"8304 Coles Ferry Pike  LEBANON, TN 37087",8304,Coles Ferry Pike,TN,LEBANON,37087.0,Clint Walker
Nashville,45,PBG Construction,15646,"155 Lafayette Street  NASHVILLE, TN 37210",155,Lafayette Street,TN,NASHVILLE,37210.0,Wes Rigsby
Nashville,45,Oldcastle Infrastructure,43679,"5900 E Division St  LEBANON, TN 37090",5900,E Division St,TN,LEBANON,37090.0,Kevin Thompson
Nashville,45,84 Lumber Door Shops - 1202,43677,"111 Tennessee way  HENDERSONVILLE, TN 37075",111,Tennessee way,TN,HENDERSONVILLE,37075.0,Jason Brown
Nashville,45,Darryl Hartley (personal),10468,"519 Ab Wade Road  PORTLAND, TN 37148",519,Ab Wade Road,TN,PORTLAND,37148.0,Darryl Hartley
Nashville,45,Cornerstone Nashville,32688,"726 West Old Hickory Boulevard  NASHVILLE, TN 37115",726,West Old Hickory Boulevard,TN,NASHVILLE,37115.0,Cody Hayes
Nashville,45,"Hood Company, LLC",44010,"909 Gale Ln  NASHVILLE, TN 37204",909,Gale Ln,TN,NASHVILLE,37204.0,Keith Hood
Nashville,45,Nutrien Ag Solutions,33987,"3256 Clarksville Road  RUSSELLVILLE, KY 42276",3256,Clarksville Road,KY,RUSSELLVILLE,42276.0,Earl Moberly
Nashville,45,4 Wall Entertainment,44040,"820 Cowan St  NASHVILLE, TN 37207",820,Cowan St,TN,NASHVILLE,37207.0,Zachery Heidle
Nashville,45,Elmington Construction,10972,"1030 16th Avenue  NASHVILLE, TN 37212",1030,16th Avenue,TN,NASHVILLE,37212.0,Michael Ritter
Nashville,45,Freeman Webb,31155,"612 Airpark Center Drive  NASHVILLE, TN 37217",612,Airpark Center Drive,TN,NASHVILLE,37217.0,Chris Wolfe
Nashville,45,Adler Industries,44245,"110 Lancaster RD  FRANKLIN, TN 37064",110,Lancaster RD,TN,FRANKLIN,37064.0,Ken Adler
Nashville,45,"Idlewild Custom Construction, LLC",44546,"9556 Yellow Finch Court  BRENTWOOD, TN 37027",9556,Yellow Finch Court,TN,BRENTWOOD,37027.0,Patrick Baker
Nashville,45,Home Shield LLC,44770,"1670 Elmore Rd  EAGLEVILLE, TN 37060",1670,Elmore Rd,TN,EAGLEVILLE,37060.0,Jake Izard
Nashville,45,Troy and Shanna Blackmon,44773,"2195 Carpenter Bridge Rd  COLUMBIA, TN 38401",2195,Carpenter Bridge Rd,TN,COLUMBIA,38401.0,Troy and Shanna Blackmon
Nashville,45,Glenn Enterprises,35637,"3626 Trousdale Drive  NASHVILLE, TN 37204",3626,Trousdale Drive,TN,NASHVILLE,37204.0,Philip Glenn
Nashville,45,Steadfast Group,45283,"2918 Harlin Dr  NASHVILLE, TN 37211",2918,Harlin Dr,TN,NASHVILLE,37211.0,Mike
Nashville,45,Merrell Home Improvement,45520,"445 Alfred Thun rd  CLARKSVILLE, TN 37040",445,Alfred Thun rd,TN,CLARKSVILLE,37040.0,Curtis Merrell
Nashville,45,BEACON ROOFING SUPPLY - LAVERGNE BRANCH/438,14766,"1610 Corporate Place  LA VERGNE, TN 37086",1610,Corporate Place,TN,LA VERGNE,37086.0,Cameron Meece
Nashville,45,Trinity Property Managment,45760,"111 Old Hockory Blvd  NASHVILLE, TN 37221",111,Old Hockory Blvd,TN,NASHVILLE,37221.0,Anna Durr
Nashville,45,Four Seasons Building Products - Nashville,45895,"1430 Gould Blvd  LA VERGNE, TN 37086",1430,Gould Blvd,TN,LA VERGNE,37086.0,Anthony Migliore
Nashville,45,RRW/MasTec - 47383,45955,"1975 Joe B Parkway  MURFREESBORO, TN 37127",1975,Joe B Parkway,TN,MURFREESBORO,37127.0,Dylan Grogan
Nashville,45,jarvis signs,45779,"310 Madison St  MADISON, TN 37115",310,Madison St,TN,MADISON,37115.0,Ben Jarvis
Nashville,45,RRW/ABC Technologies - 74505,46117,"515 Steam Plant Rd  GALLATIN, TN 37066",515,Steam Plant Rd,TN,GALLATIN,37066.0,Roadrunner Waste
Nashville,45,Leiva Contracting,31418,"713 Cherrywood Court  ASHLAND CITY, TN 37015",,,,,,Leiva
Nashville,45,Ron Nollner,46169,"3021 Murfreesboro Pike  ANTIOCH, TN 37013",3021,Murfreesboro Pike,TN,ANTIOCH,37013.0,Ron Nollner
Nashville,45,RRW/Ceva - 65511,46203,"505 Darrell Waltrip Dr  LEBANON, TN 37090",505,Darrell Waltrip Dr,TN,LEBANON,37090.0,RRW Ceva
Nashville,45,Nashville Plywood,15441,"910 Cherokee Ave  NASHVILLE, TN 37207",910,Cherokee Ave,TN,NASHVILLE,37207.0,Jim Agee
Nashville,45,Heather Gann,46623,"2857 Gideon Rd  Greenbriar, TN 37073",2857,Gideon Rd,TN,Greenbriar,37073.0,Heather Gann
Nashville,45,L&W Supply - Nashville South,46736,"5270 Harding Pl  NASHVILLE, TN 37217",5270,Harding Pl,TN,NASHVILLE,37217.0,Ryan Collier
Nashville,45,Johnny & Robin Ball,47049,"2149 Longview Rd  ROCKVALE, TN 37153",2149,Longview Rd,TN,ROCKVALE,37153.0,Johnny Ball
Nashville,45,OTC Industrial Technologies,47191,"1110 Gregory Drive  GALLATIN, TN 37066",1110,Gregory Drive,TN,GALLATIN,37066.0,Daniel Thoele
Nashville,45,Elpizo Fund,30533,"4007 Clarksville Highway  NASHVILLE, TN 37218",4007,Clarksville Highway,TN,NASHVILLE,37218.0,Sam Kirk
Nashville,45,TJX/ARRC - La Vergne 4130,47312,"370 New Sanford Road  LA VERGNE, TN 37086",370,New Sanford Road,TN,LA VERGNE,37086.0,Kevin Nasiatka
Nashville,45,M Pack Solutions,47347,"525 Steam Plant Rd.  GALLATIN, TN 37066",525,Steam Plant Rd.,TN,GALLATIN,37066.0,Trent Jones
Nashville,45,Protective Flooring,12805,"3349 Ambrose Avenue  NASHVILLE, TN 37207",3349,Ambrose Avenue,TN,NASHVILLE,37207.0,Sandy AP
Nashville,45,Robinson Demolition,47625,"1501 Hillside Ave  NASHVILLE, TN 37203",1501,Hillside Ave,TN,NASHVILLE,37203.0,Beau Robinson
Nashville,45,"Bandas Contracting, LLC",48007,"2703 Hawthorne Place  NASHVILLE, TN 37212",2703,Hawthorne Place,TN,NASHVILLE,37212.0,Brian Bandas
Nashville,45,Hutson Inc,48017,"411 Alfred Thun Road  CLARKSVILLE, TN 37040",411,Alfred Thun Road,TN,CLARKSVILLE,37040.0,Brad Wagoner
Nashville,45,Tritium,48229,"1420 Toshiba Dr.  LEBANON, TN 37087",1420,Toshiba Dr.,TN,LEBANON,37087.0,Tarryn Porter
Nashville,45,SRS Distribution - SSSPR,48254,"3515 Cleburne Road  SPRING HILL, TN 37174",3515,Cleburne Road,TN,SPRING HILL,37174.0,Brody Burrus
Nashville,45,Harmony Home Builders,48472,"3011 Nichols Vale Lane  MT. JULIET, TN 37122",,,,,,James Carden
Nashville,45,Corsicana Mattress Company,48515,"1 Cedar King Rd.  SHELBYVILLE, TN 37160",1,Cedar King Rd.,TN,SHELBYVILLE,37160.0,DeMarco Johnson
Nashville,45,exodus Industries,48566,"1850 General George Patton Dr. Suite B-100  FRANKLIN, TN 37067",1850,General George Patton Dr. Suite B-100,TN,FRANKLIN,37067.0,Steve Graham
Colorado Springs Pueblo,83,Arc Thrift Stores - Hancock,12492,"2780 S. Academy Blvd  COLORADO SPRINGS, CO 80916",2780,S. Academy Blvd,CO,COLORADO SPRINGS,80916.0,Marie Nestorick
Colorado Springs Pueblo,83,Arc Thrift - North Academy,14387,"7207 N. Academy Blvd  COLORADO SPRINGS, CO 80920",7207,N. Academy Blvd,CO,COLORADO SPRINGS,80920.0,Gamble Speed
Colorado Springs Pueblo,83,Beacon Roofing Supply - Pueblo Branch/151,32729,"3240 Mirror Ave  PUEBLO, CO 81004",3240,Mirror Ave,CO,PUEBLO,81004.0,Nate Cuadra
Colorado Springs Pueblo,83,JM Eagle,10763,"1742 E. Platteville Blvd.  PUEBLO, CO 81007",1742,E. Platteville Blvd.,CO,PUEBLO,81007.0,Greg Mikeska
Colorado Springs Pueblo,83,Agalite,10651,"145 William White Blvd.  PUEBLO, CO 81001",145,William White Blvd.,CO,PUEBLO,81001.0,Dave Martinez
Colorado Springs Pueblo,83,Arc Thrift Stores - Pueblo,12491,"1115 S. Prairie Ave  PUEBLO, CO 81005",1115,S. Prairie Ave,CO,PUEBLO,81005.0,Lori Montez
Colorado Springs Pueblo,83,All Phase Restoration,6768,"740 Wooten Rd #106  COLORADO SPRINGS, CO 80915",740,Wooten Rd #106,CO,COLORADO SPRINGS,80915.0,Ray Young
Colorado Springs Pueblo,83,Clearly Colorado,10179,"1935 Victor Pl ste a  COLORADO SPRINGS, CO 80915",1935,Victor Pl ste a,CO,COLORADO SPRINGS,80915.0,Tim Nickerson
Colorado Springs Pueblo,83,Arc Thrift Stores - Uintah,12493,"1830 W. Uintah, Unit A  COLORADO SPRINGS, CO 80904",1830,"W. Uintah, Unit A",CO,COLORADO SPRINGS,80904.0,Jennifer Martin
Colorado Springs Pueblo,83,Kinney Office Installations,34058,"2755 Delta Pl  COLORADO SPRINGS, CO 80910",2755,Delta Pl,CO,COLORADO SPRINGS,80910.0,Shane Kinney
Colorado Springs Pueblo,83,Schweiger Construction,31223,"4475 Forrest Hill Rd.  COLORADO SPRINGS, CO 80907",4475,Forrest Hill Rd.,CO,COLORADO SPRINGS,80907.0,Troy Vie
Colorado Springs Pueblo,83,Trane Commercial Systems,35925,"101 William White Blvd.  PUEBLO, CO 81001",101,William White Blvd.,CO,PUEBLO,81001.0,Robert Dimarco
Colorado Springs Pueblo,83,Arbor Contract Carpet,6686,"615 Valley St  COLORADO SPRINGS, CO 80915",615,Valley St,CO,COLORADO SPRINGS,80915.0,JR Guyer
Colorado Springs Pueblo,83,Foundation Building Materials,21102,"450 E. 4th St.  COLORADO SPRINGS, CO 80907",450,E. 4th St.,CO,COLORADO SPRINGS,80907.0,Neil Gaunce
Colorado Springs Pueblo,83,Snooze Mattress co,11972,"239 South Purcell Boulevard  PUEBLO WEST, CO 81007",239,South Purcell Boulevard,CO,PUEBLO WEST,81007.0,Erin Gust
Colorado Springs Pueblo,83,Apaca Van Lines - PURCHASED BY JOHNSON -Do Not Use,27931,"2445 Wayside Ct  COLORADO SPRINGS, CO 80915",2445,Wayside Ct,CO,COLORADO SPRINGS,80915.0,Sarah Owens
Colorado Springs Pueblo,83,Johnson United Storage & Moving,38483,"2445 Wayside Ct.  COLORADO SPRINGS, CO 80915",2445,Wayside Ct.,CO,COLORADO SPRINGS,80915.0,James McDowell
Colorado Springs Pueblo,83,Benfatti Furniture,11145,"3110 North Freeway  PUEBLO, CO 81008",3110,North Freeway,CO,PUEBLO,81008.0,Marie Benfatti
Colorado Springs Pueblo,83,COS-Construction,10457,"2340 Montebello Square Drive  COLORADO SPRINGS, CO 80918",2340,Montebello Square Drive,CO,COLORADO SPRINGS,80918.0,Joe Medina
Colorado Springs Pueblo,83,Bordner Home Solutions,6022,"4815 List Dr  COLORADO SPRINGS, CO 80919",4815,List Dr,CO,COLORADO SPRINGS,80919.0,Jerry Fleenor
Colorado Springs Pueblo,83,Pueblo Diversified Industry Inc.,12255,"2828 Granada Boulevard  PUEBLO, CO 81005",2828,Granada Boulevard,CO,PUEBLO,81005.0,Ed Pilot
Colorado Springs Pueblo,83,Groundworks,15904,"5695 Parachute Dr.  COLORADO SPRINGS, CO 80916",5695,Parachute Dr.,CO,COLORADO SPRINGS,80916.0,Rob Garner
Colorado Springs Pueblo,83,Haddonstone,11324,"32207 United Avenue  PUEBLO, CO 81001",32207,United Avenue,CO,PUEBLO,81001.0,Dion Trujillo
Colorado Springs Pueblo,83,Peak West Renovations,38661,"3522 N. El Paso St. Ste. C  COLORADO SPRINGS, CO 80907",3522,N. El Paso St. Ste. C,CO,COLORADO SPRINGS,80907.0,Skylar Bruchar
Colorado Springs Pueblo,83,ServPro,5941,"525 Babcock Rd  COLORADO SPRINGS, CO 80915",525,Babcock Rd,CO,COLORADO SPRINGS,80915.0,Kate Barr
Colorado Springs Pueblo,83,Alexandher Building Company,19034,"5030 Edison Avenue  COLORADO SPRINGS, CO 80915",5030,Edison Avenue,CO,COLORADO SPRINGS,80915.0,Colin Alexander
Colorado Springs Pueblo,83,TriLabs Manufacturing,38686,"615 Wooten Rd. St. 110  COLORADO SPRINGS, CO 80915",615,Wooten Rd. St. 110,CO,COLORADO SPRINGS,80915.0,Logan Treadway
Colorado Springs Pueblo,83,DMS,10137,"4285 Northpark Dr  COLORADO SPRINGS, CO 80907",4285,Northpark Dr,CO,COLORADO SPRINGS,80907.0,Ben Wupper
Colorado Springs Pueblo,83,HomePride,25644,"5078 List Dr.  COLORADO SPRINGS, CO 80919",5078,List Dr.,CO,COLORADO SPRINGS,80919.0,Robert McMahan
Colorado Springs Pueblo,83,CMC Materials,14894,"250 William White Blvd  PUEBLO, CO 81001",250,William White Blvd,CO,PUEBLO,81001.0,Jeff Harvey
Colorado Springs Pueblo,83,EPTAM,9994,"615 Wooten Rd Suite 150  COLORADO SPRINGS, CO 80915",615,Wooten Rd Suite 150,CO,COLORADO SPRINGS,80915.0,Brandon Root
Colorado Springs Pueblo,83,Care and Share,38790,"2605 Preamble Pt.  COLORADO SPRINGS, CO 80915",2605,Preamble Pt.,CO,COLORADO SPRINGS,80915.0,Shannon Coker
Colorado Springs Pueblo,83,Elder Construction,38795,"Powers and Constitution  COLORADO SPRINGS, CO 80915",Powers,and Constitution,CO,COLORADO SPRINGS,80915.0,Troy Woodard
Colorado Springs Pueblo,83,HB & S Pallets,6951,"5512 E Pikes Peak Ave  COLORADO SPRINGS, CO 80916",5512,E Pikes Peak Ave,CO,COLORADO SPRINGS,80916.0,"Hiawatha Junior"" Brice"""
Colorado Springs Pueblo,83,Champion Windows and Home Exteriors of Colorado Springs,30732,"4610 N. Chestnut St.  COLORADO SPRINGS, CO 80907",4610,N. Chestnut St.,CO,COLORADO SPRINGS,80907.0,Brandt Mingee
Colorado Springs Pueblo,83,Overhead Door of Colorado Springs,10323,"1205 Ford St  COLORADO SPRINGS, CO 80915",1205,Ford St,CO,COLORADO SPRINGS,80915.0,Rance Claypool
Colorado Springs Pueblo,83,Packaging Express,38959,"618 Garden of the Gods Rd.  COLORADO SPRINGS, CO 80907",618,Garden of the Gods Rd.,CO,COLORADO SPRINGS,80907.0,Kirby Heck
Colorado Springs Pueblo,83,Buehler Moving & Storage,7101,"1460 Newport Rd  COLORADO SPRINGS, CO 80916",1460,Newport Rd,CO,COLORADO SPRINGS,80916.0,Erik Lazard
Colorado Springs Pueblo,83,Arlun,9258,"6250 Corporate Dr  COLORADO SPRINGS, CO 80919",6250,Corporate Dr,CO,COLORADO SPRINGS,80919.0,Rick Cordova
Colorado Springs Pueblo,83,PGW - COLORADO SPRINGS / 598,5388,"2510 Aviation Way Ste. 150  COLORADO SPRINGS, CO 80916",2510,Aviation Way Ste. 150,CO,COLORADO SPRINGS,80916.0,Petchburi Saenthavisouk
